source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,phot_g_mean_flux_over_error,radial_velocity,radial_velocity_error,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,l,b
609915592602320896,132.58975212492987,0.043498646,15.837978891697395,0.02117111,7.6263799124538805,0.046032295,165.67456,-16.41505902759986,0.05540067,-37.465191778815075,0.03685261,14.883349,15.908295,13.627234,2.2810602,1.0249453,1.256115,1933.2516,17.571548,4.683765,1.03492,0.29969668,28.127413,211.19397723926008,33.30197568788175
610024581692196096,131.85742095300503,0.11386046,15.889529064395838,0.057986457,3.9260399160659163,0.14009972,28.023182,-13.177767678501954,0.14492792,-32.34080509898201,0.113356106,17.718147,19.241138,16.512325,2.7288132,1.5229912,1.205822,932.40643,,,0.9829814,0.0,0.0,210.81743200199458,32.67020403376414
610028361263832576,131.11674850366697,0.32439208,15.499019687333643,0.16609816,3.2485566597445477,0.3699834,8.780276,4.382955815983502,0.38764155,-32.72514066008713,0.32333818,19.166601,20.904951,17.902903,3.0020485,1.7383499,1.2636986,433.6978,,,1.031231,1.094252,3.6538508,210.92134236617758,31.861978631362692
610074716846389120,131.77064212386136,0.08156446,16.0738573849957,0.04600796,3.376945592867324,0.109686434,30.787268,-7.3491197700624555,0.10801513,-3.2556380537537524,0.08461158,17.052,18.229336,15.980701,2.2486343,1.1773357,1.0712986,1280.6952,,,0.9864885,0.0,0.0,210.57723826851745,32.663040098697046
610184457554785792,132.02536707096036,0.07390492,16.434826332053305,0.0385637,3.9607259638146246,0.08364106,47.353848,-20.96866732723958,0.090927556,-1.1639932913437578,0.062850714,17.24442,18.549593,16.130037,2.4195557,1.3051739,1.1143818,1361.0504,,,0.9580235,0.0,0.0,210.28908049591058,33.02565595247517
610204734096195840,132.18597617611218,0.016670596,16.48891450698623,0.009422886,3.0950231375083628,0.018857284,164.1288,-23.83490134023242,0.020354638,-17.90743409018487,0.015001225,14.294193,14.931783,13.534561,1.3972216,0.63758945,0.7596321,6013.2603,12.951931,2.4259205,0.9506121,0.0,1.8560033e-15,210.29816466961103,33.188724895548326
610212117144539136,132.41943386921338,0.20009601,16.56196154376525,0.11490901,3.17240042179462,0.23411818,13.550423,-36.843355957542585,0.24920602,2.962476206272699,0.22402239,18.794205,20.584387,17.537592,3.046795,1.7901821,1.2566128,557.8584,,,1.0080515,0.0,0.0,210.3173130187344,33.423613447751315
610214904578794752,132.43092482845637,0.032159112,16.653943287628646,0.018153634,6.390468924659893,0.0369737,172.83823,-27.397618978411302,0.038970936,-25.353630055003528,0.03262692,15.448362,16.730026,14.328055,2.4019709,1.2816639,1.120307,1833.187,27.070795,3.5378923,1.0500822,0.0,0.0,210.2199695890731,33.46816181939841
611371792675567744,133.56584086131673,0.14656788,15.96422112385107,0.07002112,3.2534307388000383,0.16469443,19.754347,-14.258162985715888,0.17667753,-15.247386140007402,0.12981455,18.261463,20.16596,16.950863,3.2150974,1.9044971,1.3106003,783.38434,,,1.0563775,0.37187356,1.3160336,211.48244714367354,34.21830200557794
611392545955918464,133.67277154262075,0.31545034,16.141353483477726,0.16276722,5.0978447056619896,0.3686386,13.828841,-39.56361633744163,0.41258284,-8.629346579347985,0.3405993,19.497374,21.131533,18.14707,2.9844627,1.6341591,1.3503036,402.0038,,,1.0554727,0.810948,1.2823182,211.3309749296182,34.38040615605181
611421927828380800,133.6431866312035,0.046481397,16.302153870268256,0.021709131,3.362782453497216,0.053874563,62.418743,-7.7104616339362515,0.059630845,-32.26357853461605,0.04078172,16.271536,17.402792,15.199953,2.202839,1.1312561,1.0715828,2195.5593,,,1.0009441,0.053407803,0.26502603,211.13746858241444,34.41460261911575
611443230866052608,133.41550402122434,0.047087852,16.228642687646985,0.023567576,6.26461155276918,0.05632956,111.21357,-42.908475089633384,0.059789572,-11.959810558174972,0.042638138,16.269482,17.969584,15.010683,2.9589005,1.7001019,1.2587986,1272.6508,,,1.046524,0.09017899,0.72356606,211.12045516355542,34.18443098601879
611450308972140672,133.43539121758386,0.02647284,16.413631391373038,0.012933504,4.453439899197464,0.031210708,142.6895,55.58599599467015,0.03473425,-39.30671044342538,0.025381267,15.043497,15.939288,14.106501,1.8327875,0.89579105,0.93699646,3707.276,-45.39037,3.343662,1.0003761,0.0,0.0,210.9217507393394,34.271574062844
611461613325997312,133.19749792506107,0.23048963,16.39862504529363,0.1210076,3.639765115044745,0.26787177,13.587714,-18.406323886262147,0.284461,-54.6475890990558,0.20094591,19.030125,20.664783,17.769026,2.8957577,1.6346588,1.2610989,486.72842,,,1.0775253,0.71063644,1.718722,210.835238553412,34.05436575250274
611475563379834752,133.49435326216187,0.052117173,16.52125784890672,0.02568457,4.8660561585631195,0.06351839,76.60862,-19.430441590378503,0.065262176,-1.949454619165597,0.045487132,16.352007,17.74345,15.19351,2.54994,1.3914433,1.1584969,1826.8823,,,1.03726,0.0771839,0.45675758,210.8264925677913,34.364260289870664
611523525278527360,134.0891407159508,0.22751552,16.595666797970864,0.105202,3.015087577073792,0.26476833,11.387644,-9.790863678803067,0.29808164,15.25762702734876,0.18653956,18.836933,20.3171,17.703182,2.6139183,1.4801674,1.1337509,567.1317,,,1.0573294,0.40174153,0.74597824,211.0009020381432,34.921024128884184
611539438134329216,134.29784852575426,0.6125621,16.92133956385827,0.3940285,5.690066355774008,0.694439,8.19376,-10.897224859612477,0.7148497,-14.677571992286541,0.5500228,15.043145,15.413219,13.928001,1.485218,0.37007427,1.1151438,582.3341,24.045294,5.089204,5.735315,5.366222,6655.0576,210.7217315708417,35.227290917252546
611581425733445120,133.93359476047075,0.2245879,16.823832010899476,0.1372146,3.6830869983082075,0.27167994,13.556713,-19.008363642883733,0.31610474,4.115424147382134,0.29109764,12.464023,12.066534,11.259691,0.8068428,-0.3974886,1.2043314,526.2748,2.6544387,3.3330271,11.808667,1.8937755,3663.366,210.6751847192329,34.867347775095254
611633686895471872,134.03360367797006,0.014349149,17.307532394819674,0.007587508,4.074371040899035,0.016230373,251.03372,-13.292030975664897,0.017128574,-21.17371002813612,0.013775062,13.3206,13.7963295,12.683437,1.1128922,0.47572994,0.6371622,7833.621,1.2521865,1.8238413,1.0375394,0.0,0.0,210.16884410485287,35.13394886018546
611648083626109824,133.03006479311702,0.04010152,16.49098527851615,0.020951841,3.296876881241456,0.051763896,63.690662,-18.770691349423434,0.05303559,-6.990987357869949,0.03694379,16.022097,17.02444,15.031277,1.9931641,1.0023441,0.99081993,2177.9053,,,0.99286944,0.0,2.0072108e-15,210.65942174159218,33.94003897099186
611705086431918208,133.1159178562955,0.016381862,17.017860083545166,0.009128647,3.610902882535269,0.018275956,197.57669,-27.597415886026354,0.02028943,0.464846125999498,0.015948962,11.898999,12.190338,11.442775,0.74756336,0.29133892,0.45622444,4674.652,4.1663184,0.529888,1.1630199,0.124018095,24.729074,210.10563686208448,34.2119829558482
611757961773484032,132.96136816296107,0.1982681,17.18095906740724,0.10245783,4.122503423476477,0.21876973,18.84403,14.97298780065566,0.2649702,-12.009283495703055,0.17486298,18.781082,20.32927,17.517298,2.8119717,1.5481873,1.2637844,583.3718,,,0.9974198,0.089232124,0.039038252,209.8566523719758,34.134602250007475
611878500030262528,132.95751232955885,0.77415305,17.526810746427934,0.45352283,5.336434544294329,0.894402,5.966483,-1.017339924099811,0.9601233,-1.4505129098597795,0.77972424,18.79934,19.458788,17.44765,2.011137,0.6594486,1.3516884,148.84218,,,4.5383162,7.1632667,308.70874,209.46577464455984,34.25749500256391
611886952527128960,133.32312850618194,0.018427085,17.796552661669132,0.01000044,3.552128555328336,0.021112304,168.2492,19.13040843907992,0.024724096,-3.0090797933327202,0.016436996,11.049359,11.437334,10.495058,0.942276,0.38797474,0.55430126,1036.2822,3.189502,2.7946627,1.1656477,0.13649744,29.545624,209.3136765445762,34.67987768480048
611914577756665344,133.2815944976066,0.08469654,17.879605031117748,0.04285605,3.8017579420707115,0.10939153,34.753677,-53.641753863334955,0.10703533,-9.78829609801015,0.066522084,17.319193,18.708748,16.158325,2.5504227,1.389555,1.1608677,1240.0153,,,1.0818582,0.21872324,1.3634374,209.20215108682166,34.67287476235954
612027277698112256,134.72239873386243,0.066338204,17.763203481234925,0.049415305,3.134266554690318,0.078120105,40.121124,1.4995686385054248,0.07877633,-16.511374039953385,0.06633202,16.904907,18.203865,15.7746725,2.4291925,1.2989578,1.1302347,1129.0085,,,1.0724983,0.08372782,0.2791713,209.93903764694772,35.911136939919935
612231301528854656,134.01019788565395,0.23150472,17.88034697722973,0.10257288,7.815318338740304,0.26041198,30.011364,-70.99158641193837,0.30381075,8.017561724087518,0.17800342,18.87923,20.962585,17.494139,3.4684467,2.083355,1.3850918,585.534,,,0.93552864,0.0,0.0,209.50520608916884,35.32032446736188
612259373435863424,134.8975505501832,0.22490005,18.290666209072647,0.16524908,3.3710749498719492,0.24350655,13.843878,-10.160852785250478,0.29343066,-9.500803774724917,0.2044356,18.570312,20.058447,17.407219,2.651228,1.4881344,1.1630936,407.99146,,,1.1346694,0.8383362,3.1618912,209.40257409373882,36.25463637703992
612273907605203584,134.72885679648368,0.12945025,18.416336402773474,0.094325475,5.310313989105932,0.14641017,36.27012,-66.87376068713738,0.16207466,-59.574021367142365,0.13666795,18.071802,19.32094,16.994823,2.3261166,1.2491379,1.0769787,672.29,,,0.90921396,0.0,0.0,209.18688578574947,36.14910699599668
612359673807608832,135.1677790191947,0.17240688,18.492940985501107,0.11019219,3.1093063723817203,0.18625017,16.694248,-14.049177546403378,0.21810825,-6.531949134029019,0.15409207,18.24352,19.874245,17.033274,2.840971,1.630724,1.210247,538.2848,,,1.0251317,0.078993924,0.041001935,209.2794163595431,36.56583589595383
612429179262555904,134.78365866294595,0.25733173,18.749276857483093,0.17769252,4.215275873248098,0.2894722,14.561936,27.203190156392967,0.30339736,-43.03313341233966,0.24553394,19.227215,20.855093,17.934444,2.9206486,1.6278782,1.2927704,386.6447,,,1.0201592,0.0,0.0,208.8227852377488,36.31430601008263
612437258096667648,134.4699683715954,0.01740117,18.73898759949411,0.011484264,3.4594247960329594,0.019519946,177.22511,-7.2732128648988414,0.020818109,-12.308446489618657,0.01598709,10.297109,10.510468,9.93315,0.57731724,0.21335888,0.36395836,4869.648,13.471477,0.37501943,1.0959214,0.12563978,20.940035,208.7065288098118,36.032278859699176
612441480048910080,134.37076605325214,0.10034248,18.806164252674606,0.0603625,4.19750234538879,0.11375511,36.899464,-41.12930128521863,0.1270884,22.69290876300452,0.11447291,17.732512,19.10715,16.579773,2.5273762,1.3746376,1.1527386,987.09515,,,0.9654066,0.0,0.0,208.58825240956727,35.967637558291244
